swing_state,pct,pollscore,candidata_name,sample_size,end_date
Pennsylvania,44.53481897893622,-1.3156264815013856,Harris,6648,2022-02-10
Pennsylvania,44.40252612658145,-0.5669655309757217,Trump,5844,2020-01-01
Pennsylvania,51.2213706716329,-1.200190390087664,Trump,8284,2021-10-05
Pennsylvania,52.62121824629542,-0.94311455686111,Trump,6352,2023-08-03
Pennsylvania,52.254139557269035,-1.408466098923236,Harris,7825,2022-03-17
Pennsylvania,52.45926365438629,-1.4009353913832456,Trump,7916,2024-07-10
Pennsylvania,49.07953699222575,-0.8600826535606756,Harris,5631,2020-10-09
Pennsylvania,50.64143145479601,-0.7891261148732155,Harris,9757,2022-03-29
Pennsylvania,50.32875442355341,-0.5315661775646731,Trump,5809,2021-12-11
Pennsylvania,40.43837116103079,-1.2065655025886373,Trump,4983,2024-03-15
Pennsylvania,43.30325735168819,-0.7891492434777319,Harris,4949,2022-07-02
Pennsylvania,52.76710652382275,-0.7854179226094856,Trump,3552,2022-07-30
Pennsylvania,49.81468342047326,-1.0593675836455076,Harris,877,2020-11-30
Pennsylvania,50.18311048561129,-0.5214287085924296,Trump,7185,2024-01-19
Pennsylvania,49.0498018313193,-0.624948131898418,Trump,5543,2021-03-20
Pennsylvania,51.85614930964567,-1.2767700204858556,Trump,9301,2024-06-16
Pennsylvania,54.59832708887697,-0.5753385025076567,Trump,800,2022-07-06
Pennsylvania,45.68854479594216,-0.6205050820484757,Trump,7966,2022-01-02
Pennsylvania,35.34217349449716,-1.1603796931914985,Trump,1586,2023-01-03
Pennsylvania,43.7433339787838,-0.7504412021487951,Trump,5660,2023-12-22
Pennsylvania,52.22331226194145,-0.49449903909116966,Harris,8915,2020-04-30
Pennsylvania,51.28021496674793,-1.3875073827104643,Trump,2789,2020-03-12
Pennsylvania,48.98170714976317,-1.2177243102574722,Harris,7375,2020-12-22
Pennsylvania,54.413420743012296,-1.4908933994593099,Trump,1739,2023-02-20
Pennsylvania,45.19310574697271,-1.4346972715575248,Trump,1156,2022-07-31
Pennsylvania,55.87275759087526,-1.4311529613332823,Trump,7157,2023-05-30
Pennsylvania,52.94901671808827,-0.7355953761609271,Trump,8473,2021-06-17
Pennsylvania,38.18572505967477,-1.418733965116553,Trump,8974,2020-11-23
Pennsylvania,43.57745195505684,-0.9677914358442649,Harris,8242,2020-06-15
Pennsylvania,56.887350532667284,-0.630465241195634,Trump,4899,2022-08-07
Pennsylvania,54.17086254344946,-1.1995250002713873,Harris,6508,2022-09-12
Pennsylvania,50.29161631527169,-1.2438289153389632,Harris,5245,2020-09-15
Pennsylvania,43.33188341751963,-1.0797640700824558,Trump,5726,2022-08-10
Pennsylvania,47.72417437348834,-0.44822236925829184,Trump,694,2021-08-27
Pennsylvania,51.637483924933676,-1.0744473164901138,Harris,6654,2022-03-18
Pennsylvania,50.647981728085576,-0.40746872648596755,Harris,1845,2021-10-24
Pennsylvania,54.400992111563134,-0.8094139448134228,Harris,9605,2020-03-31
Pennsylvania,36.99423671736879,-0.43778668199665827,Trump,1828,2023-07-22
Pennsylvania,57.14388368996921,-1.4614164693746716,Harris,1776,2024-02-08
Pennsylvania,54.31455207520896,-1.3673381915548817,Trump,6287,2020-07-22
Pennsylvania,54.71891620560418,-0.6591644768835976,Trump,5861,2024-01-29
Pennsylvania,52.019870159653195,-1.2383786448044702,Trump,4622,2023-03-22
Pennsylvania,54.83268450570298,-0.583165317447856,Harris,8727,2024-10-06
Pennsylvania,41.91832954026145,-0.7948087158845737,Trump,2154,2021-12-18
Pennsylvania,51.70620307890482,-1.1758760976837948,Harris,2822,2023-11-18
Pennsylvania,45.46776304716083,-0.7383669467642903,Trump,662,2020-11-18
Pennsylvania,58.389458250391044,-1.0326891739852726,Trump,9342,2020-01-01
Pennsylvania,46.068481746800146,-1.3331815930316224,Trump,805,2021-06-22
Pennsylvania,44.74719024955495,-0.43462262379471195,Harris,3183,2021-04-07
Pennsylvania,49.97787865788891,-1.025578101328574,Trump,8491,2022-04-16
Pennsylvania,42.9474685214972,-1.4689449561527,Trump,9806,2023-05-27
Pennsylvania,52.736167348969815,-1.4653261132538318,Harris,7900,2023-07-29
Pennsylvania,45.23296601867677,-0.47424981240183106,Trump,8814,2024-04-07
Pennsylvania,42.698713115583956,-1.1343262527137994,Harris,7270,2021-04-30
Pennsylvania,56.49610881946259,-0.6489789812127128,Trump,5244,2024-06-04
Pennsylvania,50.4951356488734,-0.5637831844622269,Harris,5077,2022-04-29
Pennsylvania,51.303343958282504,-1.0060649823164567,Harris,5433,2024-08-26
Pennsylvania,41.25293185531561,-0.5733466864796355,Harris,4957,2023-06-07
Pennsylvania,53.20850696993095,-0.41567698412109166,Harris,6345,2022-04-23
Pennsylvania,52.16949422039029,-1.2286172834225,Harris,4121,2021-11-25
Pennsylvania,51.949972280186394,-1.2883914576144888,Harris,4379,2020-01-31
Pennsylvania,53.16843062148495,-0.8207595549058169,Trump,1433,2023-02-07
Pennsylvania,47.51492600076868,-0.4009174115955829,Trump,636,2021-12-30
Pennsylvania,51.118305801664555,-0.5318693245062603,Trump,8619,2022-10-04
Pennsylvania,52.734309928383965,-0.49852653266862035,Trump,2184,2023-04-22
Pennsylvania,50.13296377070677,-1.2189303809544072,Trump,2607,2021-09-16
Pennsylvania,50.29856234268644,-1.1572220493573695,Trump,8713,2023-12-15
Pennsylvania,53.68537101099349,-0.5761851611547172,Trump,7451,2024-06-19
Pennsylvania,42.38631990189777,-0.7565800979034975,Trump,3124,2020-10-14
Pennsylvania,43.09217548486912,-0.8385138622019439,Trump,8219,2023-03-05
Pennsylvania,34.80127953897714,-0.8898220054339617,Trump,4492,2021-05-30
Pennsylvania,59.454967080857294,-1.1000962970778345,Harris,3560,2022-01-15
Pennsylvania,45.56323152973205,-0.5731588644674047,Harris,6575,2023-07-27
Pennsylvania,51.16500051956658,-0.7003051489591597,Harris,2600,2021-01-17
Pennsylvania,46.70275134890859,-0.8571992982877418,Harris,4840,2022-08-31
Pennsylvania,54.090733583820146,-0.9317403391236438,Trump,3120,2022-09-06
Pennsylvania,52.18582491130723,-1.2283084131078794,Trump,9407,2023-01-14
Pennsylvania,51.56510547829419,-1.3892938890261575,Harris,5776,2021-12-26
Pennsylvania,55.385443973041944,-1.4375112446025013,Trump,6582,2020-06-05
Pennsylvania,47.56746383703819,-0.8245553910732268,Trump,4348,2023-02-15
Pennsylvania,55.64343239914016,-1.1793913169763983,Trump,1843,2023-10-30
Pennsylvania,46.61780418819481,-0.9535829964559525,Harris,3534,2022-08-03
Pennsylvania,53.58204666942605,-1.1648039299529045,Trump,2865,2024-06-24
Pennsylvania,47.16621854844176,-0.7442436089739203,Harris,5165,2023-10-26
Pennsylvania,45.47340231416908,-0.6029961857246234,Harris,1526,2022-10-22
Pennsylvania,50.32297077136879,-1.0270205155480654,Harris,2108,2020-12-09
Pennsylvania,53.838558162734415,-0.8905499815009534,Trump,9924,2023-07-24
Pennsylvania,47.41831866999386,-1.1228906217264012,Harris,4070,2023-10-11
Pennsylvania,52.071906394291126,-1.212075276277028,Trump,1593,2023-10-15
Pennsylvania,44.49643936034068,-1.4794398420490324,Harris,4185,2021-02-02
Pennsylvania,42.20051993472801,-1.0456557538593187,Trump,5526,2023-12-30
Pennsylvania,49.4783214481663,-0.8755032875807955,Trump,7893,2024-05-13
Pennsylvania,46.935948199038904,-1.2339083967031912,Harris,8145,2024-04-24
Pennsylvania,49.02668599706511,-1.1460598494624719,Trump,2766,2023-03-31
Pennsylvania,60.898129556603635,-0.9855453558964654,Trump,6293,2021-09-21
Pennsylvania,50.5420466939526,-1.0872606440680102,Trump,6833,2024-06-25
Pennsylvania,51.63616360940687,-1.4490552360191942,Trump,5612,2024-03-14
Pennsylvania,50.08825596284114,-0.599238716927357,Trump,8133,2023-04-14
Pennsylvania,52.37016555438587,-0.8321879378752782,Trump,4105,2023-09-09
Pennsylvania,48.55941790856759,-1.4528658514842392,Harris,8256,2021-06-30
Pennsylvania,51.715358535759776,-1.3640176845015959,Harris,6059,2022-03-06
Pennsylvania,58.51212565561893,-0.98875966463238,Harris,2157,2021-08-10
Pennsylvania,60.71835861778021,-0.8562458409927785,Harris,1821,2023-08-29
Pennsylvania,55.526342093130424,-0.5448886435711756,Harris,7827,2024-07-29
Pennsylvania,59.1467984657532,-1.168242208333686,Harris,4199,2024-02-03
Pennsylvania,49.78881063982395,-1.0129765213932842,Trump,2788,2024-02-29
Pennsylvania,42.28801349576922,-0.9008054179837927,Harris,8383,2023-12-18
Pennsylvania,50.60555065398328,-0.9599108444526792,Trump,4058,2022-06-17
Pennsylvania,47.75024092636631,-0.5820234833983704,Harris,8245,2023-11-09
Pennsylvania,50.07483546439679,-0.6056183288339525,Trump,8957,2024-07-28
Pennsylvania,48.896577474886016,-1.2512247710721567,Harris,9324,2023-03-12
Pennsylvania,56.703875016346515,-1.262762085860595,Trump,8165,2022-11-05
Pennsylvania,49.0615434340976,-1.0588510909117759,Trump,4559,2021-07-05
Pennsylvania,55.001590326823155,-0.7279003550298512,Trump,3949,2022-05-03
Pennsylvania,55.88354080328798,-1.189377174573019,Trump,534,2023-11-17
Pennsylvania,49.81958499587368,-0.6459647543961181,Harris,4187,2022-02-20
Pennsylvania,53.07748558980686,-0.8358996598981321,Trump,4367,2024-10-21
Pennsylvania,57.40615662545602,-0.728328851959668,Trump,8694,2022-01-12
Pennsylvania,51.58497405044341,-0.8749814310576767,Trump,3966,2020-11-14
Pennsylvania,48.35965747587899,-0.6588057968067005,Harris,8721,2020-06-14
Pennsylvania,61.386664552974935,-0.74398870668374,Harris,1355,2020-05-07
Pennsylvania,47.71290513351171,-1.1602889293106273,Trump,7241,2021-07-20
Pennsylvania,45.2642844045099,-0.6161855842685326,Trump,4147,2023-06-17
Pennsylvania,48.22592316358546,-1.3447883484419436,Harris,7080,2022-10-18
Pennsylvania,57.409090519695525,-0.4686058264225721,Trump,9459,2020-11-06
Pennsylvania,40.6708253160174,-0.6929389944765716,Trump,9141,2023-07-31
Pennsylvania,50.78521110333047,-0.5188005542382597,Harris,4845,2021-09-30
Pennsylvania,54.309810017268155,-1.2036239488050342,Trump,3694,2024-02-09
Pennsylvania,55.07693715652393,-0.5761864860309287,Harris,8056,2021-01-04
Pennsylvania,49.32219221136719,-1.1034709276165813,Trump,765,2021-11-25
Pennsylvania,62.89133696298024,-0.5772232691524549,Trump,1713,2022-05-31
Pennsylvania,50.84426224706063,-0.4894291527336463,Harris,4425,2024-07-22
Pennsylvania,51.09898679766509,-0.8836151670664548,Trump,3160,2021-09-12
Pennsylvania,49.34568289455528,-0.8871583944419399,Harris,2509,2022-10-27
Pennsylvania,48.9474183844675,-1.317124502104707,Harris,6469,2021-02-24
Pennsylvania,50.252109341789364,-0.48722255027387273,Harris,2643,2023-05-30
Pennsylvania,45.15008920444067,-1.2686413097195328,Trump,6015,2024-02-11
Pennsylvania,51.36996714057842,-1.240892457193695,Trump,1417,2022-03-26
Pennsylvania,48.92166496536321,-0.7328783746808767,Trump,1079,2023-10-09
Pennsylvania,49.729202692164485,-1.46164365503937,Trump,7043,2024-03-18
Pennsylvania,42.46972268008514,-1.3451374416705222,Trump,3528,2024-09-13
Pennsylvania,45.077204059478206,-0.5896135790972038,Harris,2124,2022-09-13
Pennsylvania,50.82999051479451,-0.4607524822000413,Trump,9128,2023-07-31
Pennsylvania,56.5099554083686,-0.9022239923710003,Trump,7594,2022-10-09
Pennsylvania,52.06462352335441,-1.3171225815080105,Harris,9379,2022-06-08
Pennsylvania,52.978217413288306,-0.4022584926337003,Trump,2543,2024-09-01
Pennsylvania,47.7839797333317,-1.1873262198409065,Harris,3968,2024-06-26
Pennsylvania,48.65660712175584,-0.5069758324883877,Trump,3196,2023-06-22
Pennsylvania,54.22475646787828,-1.477012465475127,Trump,4814,2020-10-05
Pennsylvania,49.13987562092708,-0.9951364982174709,Harris,8183,2023-06-27
Pennsylvania,54.9790225539998,-0.8807616090867668,Trump,9184,2022-10-07
Pennsylvania,51.54974911848672,-0.6202234945027157,Trump,2286,2021-03-12
Pennsylvania,43.40686755738074,-1.270717062917538,Trump,9399,2021-12-03
Pennsylvania,54.89553961491283,-0.4808873262023552,Trump,8115,2023-07-20
Pennsylvania,46.16620537049992,-0.9881039139116182,Trump,3355,2023-12-05
Pennsylvania,53.18233285631335,-0.845839364011772,Harris,8029,2020-03-06
Pennsylvania,42.772978831233395,-0.6904663362307474,Harris,1350,2022-06-25
Pennsylvania,43.07232538959291,-1.452178732212633,Trump,2454,2020-10-01
Pennsylvania,48.212745073138535,-1.1535334782209248,Harris,3844,2021-09-05
Pennsylvania,49.39888070130278,-0.7008219344308599,Harris,9555,2022-08-11
Pennsylvania,51.53467459875103,-1.1944045442622155,Trump,4531,2023-03-21
Pennsylvania,39.18714716641178,-1.1540477799018845,Harris,8978,2022-02-07
Pennsylvania,49.68121456772604,-0.5377156618284061,Trump,3717,2024-10-09
Pennsylvania,54.62211209824752,-0.43227370458189385,Trump,9444,2020-02-28
Pennsylvania,41.68944207555556,-0.443751261383295,Harris,1309,2024-10-07
Pennsylvania,48.87696434607865,-0.8520415500737726,Harris,3580,2023-09-10
Pennsylvania,48.90819183936349,-1.434325171378441,Harris,3265,2020-01-19
Pennsylvania,53.29227799942795,-1.2861315893940628,Harris,9015,2022-12-26
Pennsylvania,53.209178463967014,-0.8575150683056563,Trump,4753,2023-02-06
Pennsylvania,50.81761532167142,-1.116243258304894,Harris,1586,2021-08-02
Pennsylvania,60.743788316393655,-1.157631889428012,Harris,1998,2024-07-12
Pennsylvania,61.68175782638477,-1.3932472182204947,Trump,8762,2020-05-06
Pennsylvania,53.76550417160139,-0.8227695127483456,Harris,1738,2023-01-19
Pennsylvania,48.45702244720291,-1.1084091948345303,Harris,786,2020-04-11
Pennsylvania,43.61813828015127,-1.2443749197991565,Harris,3568,2021-01-09
Pennsylvania,56.806600842831294,-0.773494368372485,Harris,2467,2024-02-17
Pennsylvania,58.84113150739507,-0.5585633448092266,Trump,888,2021-02-10
Pennsylvania,54.14366809454132,-1.3352933168876917,Trump,2526,2022-05-06
Pennsylvania,57.14769132295669,-0.8434326199581846,Trump,569,2023-05-01
Pennsylvania,56.38258257137112,-1.1859104936942457,Harris,8790,2021-01-02
Pennsylvania,41.08494484847583,-0.5117181384004652,Harris,793,2022-11-16
Pennsylvania,47.07718905394745,-1.1234151338925584,Harris,8137,2024-07-16
Pennsylvania,46.14162616735335,-1.2161733289249241,Trump,1346,2023-06-09
Pennsylvania,41.71710302205647,-1.258613596484065,Trump,8775,2022-11-23
Pennsylvania,64.12393854336015,-0.8485397001728415,Trump,8242,2023-10-15
Pennsylvania,49.08909320116132,-1.232212139479816,Harris,5533,2022-07-20
Pennsylvania,56.42075287339021,-1.3208082921104505,Trump,8243,2022-07-16
Pennsylvania,48.865123608951954,-1.4410919772693886,Trump,1560,2020-01-27
Pennsylvania,51.72514155371607,-1.182411938952282,Trump,3788,2021-07-09
